"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
221316857,"08/30/2022 12:00:00 AM",2022-08-30,"15:00",13,"Newton",1353,2,920,"KIDNAPPING - GRAND ATTEMPT",12,"F","H",101,"STREET","IC","Invest Cont",920,"MCKINLEY                     AV",34.0026,-118.2609,2022,"Hispanic/Latin/Mexican","2022-08","15"
220113153,"05/27/2022 12:00:00 AM",2022-05-25,"06:00",1,"Central",182,2,661,"UNAUTHORIZED COMPUTER ACCESS",24,"F","A",101,"STREET","IC","Invest Cont",661,"700 W  9TH                          ST",34.0458,-118.2614,2022,"Other Asian","2022-05","06"
221404042,"01/02/2022 12:00:00 AM",2022-01-02,"11:00",14,"Pacific",1483,2,625,"OTHER ASSAULT",38,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",625,"8600    LINCOLN                      BL",33.9568,-118.429,2022,"White","2022-01","11"
221009396,"05/19/2022 12:00:00 AM",2022-05-18,"13:07",10,"West Valley",1006,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",44,"F","O",108,"PARKING LOT","IC","Invest Cont",331,"7600    LOUISE                       AV",34.2147,-118.5142,2022,"Other","2022-05","13"
220110352,"04/14/2022 12:00:00 AM",2022-04-13,"17:00",1,"Central",162,1,330,"BURGLARY FROM VEHICLE",27,"F","A",108,"PARKING LOT","IC","Invest Cont",330,"8TH                          ST",34.0452,-118.2569,2022,"Other Asian","2022-04","17"
221113699,"09/10/2022 12:00:00 AM",2022-09-10,"00:01",11,"Northeast",1145,2,901,"VIOLATION OF RESTRAINING ORDER",67,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)","AO","Adult Other",901,"2400    RIVERSIDE                    PL",34.1001,-118.2533,2022,"White","2022-09","00"
220616440,"09/23/2022 12:00:00 AM",2022-09-22,"22:50",6,"Hollywood",646,1,352,"PICKPOCKET",21,"M","H",735,"NIGHT CLUB (OPEN EVENINGS ONLY)","IC","Invest Cont",352,"1600 N  LAS PALMAS                   AV",34.0997,-118.3361,2022,"Hispanic/Latin/Mexican","2022-09","22"
221105630,"02/14/2022 12:00:00 AM",2022-02-13,"22:20",11,"Northeast",1179,1,251,"SHOTS FIRED AT INHABITED DWELLING",18,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",251,"100 E  AVENUE 39",34.0912,-118.2111,2022,"Hispanic/Latin/Mexican","2022-02","22"
222117296,"12/01/2022 12:00:00 AM",2022-11-21,"17:30",21,"Topanga",2189,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",48,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"20500    VENTURA                      BL",34.1677,-118.5808,2022,"Black","2022-11","17"
221717540,"09/16/2022 12:00:00 AM",2022-09-12,"10:39",17,"Devonshire",1794,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",56,"F","O",702,"OFFICE BUILDING/OFFICE","IC","Invest Cont",956,"8600    WILBUR                       AV",34.2264,-118.5449,2022,"Other","2022-09","10"
221016480,"11/14/2022 12:00:00 AM",2022-11-08,"02:00",10,"West Valley",1097,2,901,"VIOLATION OF RESTRAINING ORDER",83,"F","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",901,"3800    KIM                          LN",34.1404,-118.5003,2022,"White","2022-11","02"
220416424,"12/16/2022 12:00:00 AM",2022-10-04,"09:00",4,"Hollenbeck",428,2,354,"THEFT OF IDENTITY",53,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"3200    BUDAU                        AV",34.0829,-118.1693,2022,"Hispanic/Latin/Mexican","2022-10","09"
220308658,"04/06/2022 12:00:00 AM",2022-04-05,"21:00",3,"Southwest",395,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"1500 W  VERNON                       AV",34.0073,-118.3108,2022,"Unknown","2022-04","21"
220313548,"07/11/2022 12:00:00 AM",2022-07-02,"12:02",3,"Southwest",393,2,354,"THEFT OF IDENTITY",27,"F","B",605,"AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont",354,"4200    CRENSHAW                     BL",34.0084,-118.3351,2022,"Black","2022-07","12"
220905348,"02/06/2022 12:00:00 AM",2022-02-05,"18:28",9,"Van Nuys",931,1,310,"BURGLARY",75,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"6300    ORION                        AV",34.1847,-118.47,2022,"White","2022-02","18"
221117109,"12/05/2022 12:00:00 AM",2022-12-04,"18:00",11,"Northeast",1136,1,310,"BURGLARY",25,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"4200    EAGLE ROCK                   BL",34.1218,-118.2251,2022,"Black","2022-12","18"
220915840,"11/06/2022 12:00:00 AM",2022-10-22,"01:00",9,"Van Nuys",941,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,"M","H",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",740,"5700 N  SEPULVEDA                    BL",34.174,-118.4661,2022,"Hispanic/Latin/Mexican","2022-10","01"
221221287,"10/11/2022 12:00:00 AM",2022-10-11,"01:00",12,"77th Street",1207,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",34,"F","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",626,"900 W  47TH                         ST",34.0006,-118.289,2022,"Other Asian","2022-10","01"
220613655,"07/25/2022 12:00:00 AM",2022-07-24,"21:00",6,"Hollywood",656,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",740,"6000    ELEANOR                      AV",34.0898,-118.3223,2022,"Hispanic/Latin/Mexican","2022-07","21"
222109658,"05/25/2022 12:00:00 AM",2022-05-24,"15:00",21,"Topanga",2156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,"M","A",717,"HEALTH SPA/GYM","IC","Invest Cont",341,"6400    CANOGA                       AV",34.1865,-118.5975,2022,"Other Asian","2022-05","15"
222017882,"12/01/2022 12:00:00 AM",2022-11-30,"18:00",20,"Olympic",2015,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,"M","H",102,"SIDEWALK","IC","Invest Cont",740,"100 N  ALEXANDRIA                   AV",34.0728,-118.2984,2022,"Hispanic/Latin/Mexican","2022-11","18"
220116218,"07/13/2022 12:00:00 AM",2022-07-13,"06:17",1,"Central",122,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",44,"F","B",702,"OFFICE BUILDING/OFFICE","IC","Invest Cont",930,"100 N  HOPE                         ST",34.0564,-118.2499,2022,"Black","2022-07","06"
221007641,"04/06/2022 12:00:00 AM",2022-04-02,"20:00",10,"West Valley",1015,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)",12,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",812,"18300    SATICOY                      ST",34.2084,-118.5317,2022,"Hispanic/Latin/Mexican","2022-04","20"
221609258,"06/07/2022 12:00:00 AM",2022-06-07,"02:45",16,"Foothill",1623,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,"M","H",108,"PARKING LOT","IC","Invest Cont",230,"CARL                         PL",34.2668,-118.4168,2022,"Hispanic/Latin/Mexican","2022-06","02"
221517561,"11/19/2022 12:00:00 AM",2022-11-19,"10:00",15,"N Hollywood",1533,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",22,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",626,"12000    EMELITA                      ST",34.1763,-118.3944,2022,"Hispanic/Latin/Mexican","2022-11","10"
221112074,"07/28/2022 12:00:00 AM",2022-07-28,"14:00",11,"Northeast",1136,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"900    DEXTER                       ST",34.116,-118.2101,2022,"Unknown","2022-07","14"
220215088,"08/22/2022 12:00:00 AM",2022-08-22,"05:00",2,"Rampart",236,1,310,"BURGLARY",0,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",310,"300 N  WESTLAKE                     AV",34.0687,-118.2672,2022,"Unknown","2022-08","05"
221200632,"04/14/2022 12:00:00 AM",2022-04-14,"00:55",12,"77th Street",1257,2,890,"FAILURE TO YIELD",0,"X","X",101,"STREET","AA","Adult Arrest",890,"HOOVER                       ST",33.9698,-118.2871,2022,"Unknown","2022-04","00"
221819508,"10/22/2022 12:00:00 AM",2022-10-22,"14:00",18,"Southeast",1804,1,310,"BURGLARY",0,"X","X",405,"CLOTHING STORE","IC","Invest Cont",310,"8600    AVALON                       BL",33.9601,-118.2651,2022,"Unknown","2022-10","14"
221611073,"08/02/2022 12:00:00 AM",2022-08-01,"09:32",16,"Foothill",1602,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",20,"M","H",403,"DRUG STORE","IC","Invest Cont",442,"12700    VAN NUYS                     BL",34.2816,-118.4073,2022,"Hispanic/Latin/Mexican","2022-08","09"
220123605,"10/30/2022 12:00:00 AM",2022-10-29,"08:25",1,"Central",101,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",38,"F","C",707,"GARAGE/CARPORT","IC","Invest Cont",440,"900 W  COLLEGE                      ST",34.0665,-118.2446,2022,"Chinese","2022-10","08"
220714928,"10/05/2022 12:00:00 AM",2022-10-05,"03:40",7,"Wilshire",725,1,310,"BURGLARY",21,"X","X",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",310,"7400    BEVERLY                      BL",34.0762,-118.3511,2022,"Unknown","2022-10","03"
221409567,"04/21/2022 12:00:00 AM",2022-04-21,"01:45",14,"Pacific",1465,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",28,"M","H",101,"STREET","IC","Invest Cont",250,"CULVER                       DR",33.9896,-118.4114,2022,"Hispanic/Latin/Mexican","2022-04","01"
221512511,"07/20/2022 12:00:00 AM",2022-07-20,"02:15",15,"N Hollywood",1504,2,354,"THEFT OF IDENTITY",43,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"11800    WYANDOTTE                    ST",34.203,-118.3905,2022,"Hispanic/Latin/Mexican","2022-07","02"
220504838,"01/24/2022 12:00:00 AM",2022-01-24,"11:50",5,"Harbor",525,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,"F","B",101,"STREET","AA","Adult Arrest",230,"300    GULF                         AV",33.7729,-118.2724,2022,"Black","2022-01","11"
220915287,"10/21/2022 12:00:00 AM",2022-10-21,"08:30",9,"Van Nuys",915,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"M","H",108,"PARKING LOT","AO","Adult Other",626,"7000    LENNOX                       AV",34.1976,-118.4455,2022,"Hispanic/Latin/Mexican","2022-10","08"
221104347,"01/19/2022 12:00:00 AM",2022-01-19,"09:13",20,"Olympic",2069,1,510,"VEHICLE - STOLEN",0,"X","X",101,"STREET","IC","Invest Cont",510,"VERMONT",34.052,-118.2916,2022,"Unknown","2022-01","09"
220500786,"09/07/2022 12:00:00 AM",2022-09-07,"20:22",5,"Harbor",566,1,251,"SHOTS FIRED AT INHABITED DWELLING",0,"X","X",207,"BAR/COCKTAIL/NIGHTCLUB","IC","Invest Cont",251,"900 S  PACIFIC                      AV",33.736,-118.2879,2022,"Unknown","2022-09","20"
221105107,"01/31/2022 12:00:00 AM",2022-01-30,"21:00",11,"Northeast",1145,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"2600    WAVERLY                      DR",34.1061,-118.2584,2022,"Unknown","2022-01","21"
222006247,"02/20/2022 12:00:00 AM",2022-02-19,"09:00",20,"Olympic",2016,1,310,"BURGLARY",68,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"200 S  KENMORE                      AV",34.0709,-118.2985,2022,"Black","2022-02","09"
221510628,"06/04/2022 12:00:00 AM",2022-06-04,"00:10",15,"N Hollywood",1513,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",51,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",745,"7000    BELLAIRE                     AV",34.1976,-118.4094,2022,"Hispanic/Latin/Mexican","2022-06","00"
221508608,"04/13/2022 12:00:00 AM",2022-04-13,"19:30",15,"N Hollywood",1549,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","O",202,"LIQUOR STORE","IC","Invest Cont",442,"11200    BURBANK                      BL",34.1722,-118.375,2022,"Other","2022-04","19"
220217749,"09/30/2022 12:00:00 AM",2022-09-30,"17:40",2,"Rampart",261,2,624,"BATTERY - SIMPLE ASSAULT",57,"F","W",102,"SIDEWALK","IC","Invest Cont",624,"2200 W  8TH                          ST",34.0554,-118.2789,2022,"White","2022-09","17"
221409904,"04/28/2022 12:00:00 AM",2022-04-28,"14:25",14,"Pacific",1473,1,421,"THEFT FROM MOTOR VEHICLE - ATTEMPT",54,"F","W",101,"STREET","IC","Invest Cont",421,"7200 W  85TH                         ST",33.9606,-118.424,2022,"White","2022-04","14"
220512325,"08/09/2022 12:00:00 AM",2022-08-09,"06:00",5,"Harbor",514,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"1000 N  WILMINGTON                   BL",33.7897,-118.2787,2022,"Unknown","2022-08","06"
220607726,"03/20/2022 12:00:00 AM",2022-03-20,"01:30",6,"Hollywood",647,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,"F","H",207,"BAR/COCKTAIL/NIGHTCLUB","IC","Invest Cont",341,"1600 N  EL CENTRO                    AV",34.0998,-118.3237,2022,"Hispanic/Latin/Mexican","2022-03","01"
222106511,"03/07/2022 12:00:00 AM",2022-02-27,"11:20",21,"Topanga",2144,1,480,"BIKE - STOLEN",25,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",480,"22600    SYLVAN                       ST",34.1846,-118.619,2022,"White","2022-02","11"
221210467,"04/22/2022 12:00:00 AM",2022-04-22,"10:00",12,"77th Street",1267,1,330,"BURGLARY FROM VEHICLE",50,"M","B",108,"PARKING LOT","IC","Invest Cont",330,"8500 S  BROADWAY",33.9622,-118.285,2022,"Black","2022-04","10"
222012839,"07/28/2022 12:00:00 AM",2022-07-27,"18:30",20,"Olympic",2017,1,210,"ROBBERY",50,"M","H",101,"STREET","IC","Invest Cont",210,"3RD",34.069,-118.2967,2022,"Hispanic/Latin/Mexican","2022-07","18"
221909511,"05/14/2022 12:00:00 AM",2022-05-14,"13:50",19,"Mission",1902,1,220,"ATTEMPTED ROBBERY",53,"F","H",124,"BUS STOP","IC","Invest Cont",220,"FOOTHILL",34.3196,-118.4561,2022,"Hispanic/Latin/Mexican","2022-05","13"
221211034,"05/02/2022 12:00:00 AM",2022-05-01,"19:00",12,"77th Street",1203,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"1700 W  51ST                         ST",33.9969,-118.3089,2022,"Unknown","2022-05","19"
222113331,"08/21/2022 12:00:00 AM",2022-08-21,"20:00",21,"Topanga",2189,1,761,"BRANDISH WEAPON",18,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)","AO","Adult Other",761,"20400    WELLS                        DR",34.1648,-118.5771,2022,"White","2022-08","20"
220414804,"10/29/2022 12:00:00 AM",2022-06-20,"12:00",4,"Hollenbeck",497,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",108,"PARKING LOT","IC","Invest Cont",420,"3400    UNION PACIFIC                AV",34.0166,-118.2064,2022,"Unknown","2022-06","12"
221412616,"06/19/2022 12:00:00 AM",2022-06-19,"00:30",14,"Pacific",1458,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",44,"F","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other",626,"4400    PURDUE                       AV",34.001,-118.4129,2022,"White","2022-06","00"
221516867,"11/02/2022 12:00:00 AM",2022-11-01,"03:45",15,"N Hollywood",1548,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","O",702,"OFFICE BUILDING/OFFICE","IC","Invest Cont",740,"5200    LANKERSHIM                   BL",34.1649,-118.3746,2022,"Other","2022-11","03"
221220836,"09/13/2022 12:00:00 AM",2022-09-01,"00:01",12,"77th Street",1233,2,354,"THEFT OF IDENTITY",27,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"6000 S  WESTERN                      AV",33.9859,-118.309,2022,"Black","2022-09","00"
220110130,"04/11/2022 12:00:00 AM",2022-04-11,"17:30",1,"Central",162,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",26,"M","H",406,"OTHER STORE","IC","Invest Cont",442,"700 W  7TH                          ST",34.048,-118.2577,2022,"Hispanic/Latin/Mexican","2022-04","17"
220126560,"12/18/2022 12:00:00 AM",2022-12-18,"00:40",1,"Central",176,1,330,"BURGLARY FROM VEHICLE",38,"M","W",108,"PARKING LOT","AA","Adult Arrest",330,"8TH",34.0385,-118.2491,2022,"White","2022-12","00"
221416290,"08/20/2022 12:00:00 AM",2022-08-16,"06:55",14,"Pacific",1412,1,480,"BIKE - STOLEN",42,"M","O",117,"BEACH","IC","Invest Cont",480,"OCEAN FRONT                  WK",33.9958,-118.4816,2022,"Other","2022-08","06"
221310033,"04/22/2022 12:00:00 AM",2022-04-21,"20:00",13,"Newton",1375,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"ASCOT                        AV",33.993,-118.25,2022,"Hispanic/Latin/Mexican","2022-04","20"
220914648,"10/05/2022 12:00:00 AM",2022-10-04,"15:30",9,"Van Nuys",906,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",36,"F","H",203,"OTHER BUSINESS","IC","Invest Cont",745,"14100    COVELLO                      ST",34.2071,-118.44,2022,"Hispanic/Latin/Mexican","2022-10","15"
220112307,"05/11/2022 12:00:00 AM",2022-05-09,"01:00",1,"Central",162,1,330,"BURGLARY FROM VEHICLE",25,"M","C",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"700 S  GRAND                        AV",34.0473,-118.2566,2022,"Chinese","2022-05","01"
220112241,"05/12/2022 12:00:00 AM",2022-04-26,"22:40",1,"Central",159,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",626,"600 S  SANTA FE                     AV",34.0383,-118.2305,2022,"Hispanic/Latin/Mexican","2022-04","22"
220125099,"11/21/2022 12:00:00 AM",2022-11-17,"22:30",1,"Central",164,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",22,"F","W",207,"BAR/COCKTAIL/NIGHTCLUB","IC","Invest Cont",440,"600 S  SPRING                       ST",34.046,-118.251,2022,"White","2022-11","22"
221004689,"01/20/2022 12:00:00 AM",2022-01-20,"17:50",10,"West Valley",1017,2,437,"RESISTING ARREST",26,"M","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",437,"17000    COVELLO                      ST",34.2076,-118.5033,2022,"White","2022-01","17"
232106726,"03/14/2023 12:00:00 AM",2022-11-30,"12:00",21,"Topanga",2157,2,649,"DOCUMENT FORGERY / STOLEN FELONY",54,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",649,"20300    HAMLIN                       ST",34.1907,-118.5753,2022,"Hispanic/Latin/Mexican","2022-11","12"
222015425,"09/26/2022 12:00:00 AM",2022-09-22,"11:00",20,"Olympic",2039,2,850,"INDECENT EXPOSURE",36,"F","B",101,"STREET","IC","Invest Cont",850,"600 S  HOOVER                       ST",34.0598,-118.2865,2022,"Black","2022-09","11"
221207612,"03/01/2022 12:00:00 AM",2022-03-01,"00:47",12,"77th Street",1218,2,354,"THEFT OF IDENTITY",33,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"600 W  54TH                         ST",33.9933,-118.2842,2022,"Hispanic/Latin/Mexican","2022-03","00"
230810503,"06/05/2023 12:00:00 AM",2022-10-03,"14:34",8,"West LA",881,1,310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",310,"11800 W  OLYMPIC                      BL",34.0332,-118.4498,2022,"Unknown","2022-10","14"
221515718,"10/04/2022 12:00:00 AM",2022-10-03,"22:00",15,"N Hollywood",1535,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,"F","O",108,"PARKING LOT","IC","Invest Cont",740,"11600    BURBANK                      BL",34.1758,-118.3834,2022,"Other","2022-10","22"
222013558,"08/13/2022 12:00:00 AM",2022-08-12,"15:10",20,"Olympic",2055,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",626,"900    FEDORA                       ST",34.0536,-118.2979,2022,"Other","2022-08","15"
220619528,"11/27/2022 12:00:00 AM",2022-11-22,"12:40",6,"Hollywood",668,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"5500 W  SUNSET                       BL",34.0981,-118.3092,2022,"Unknown","2022-11","12"
220718412,"12/30/2022 12:00:00 AM",2022-12-07,"16:30",7,"Wilshire",758,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"1200 S  WINDSOR                      BL",34.0507,-118.3281,2022,"Unknown","2022-12","16"
231313007,"06/28/2023 12:00:00 AM",2022-09-23,"11:00",13,"Newton",1371,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",39,"F","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"100 W  52ND                         PL",33.9947,-118.274,2022,"Other Asian","2022-09","11"
221420112,"09/30/2022 12:00:00 AM",2022-09-29,"08:00",14,"Pacific",1415,1,480,"BIKE - STOLEN",26,"F","W",504,"OTHER RESIDENCE","IC","Invest Cont",480,"1000    ELKGROVE                     AV",34,-118.4598,2022,"White","2022-09","08"
220619898,"12/08/2022 12:00:00 AM",2022-12-07,"17:25",6,"Hollywood",646,2,354,"THEFT OF IDENTITY",44,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1500    VINE                         ST",34.0987,-118.3337,2022,"Other","2022-12","17"
221317287,"09/06/2022 12:00:00 AM",2022-09-06,"20:30",13,"Newton",1309,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"F","H",102,"SIDEWALK","IC","Invest Cont",626,"14TH                         ST",34.0247,-118.235,2022,"Hispanic/Latin/Mexican","2022-09","20"
220705796,"02/17/2022 12:00:00 AM",2022-02-16,"14:15",7,"Wilshire",702,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,"F","H",102,"SIDEWALK","IC","Invest Cont",230,"GENESEE                      AV",34.0838,-118.3584,2022,"Hispanic/Latin/Mexican","2022-02","14"
221605466,"02/16/2022 12:00:00 AM",2022-02-14,"07:00",16,"Foothill",1654,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",49,"F","H",203,"OTHER BUSINESS","IC","Invest Cont",331,"10200    GLENOAKS                     BL",34.2554,-118.3934,2022,"Hispanic/Latin/Mexican","2022-02","07"
222106524,"03/08/2022 12:00:00 AM",2022-03-08,"01:00",21,"Topanga",2173,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"23000    MARIANO                      ST",34.1683,-118.6277,2022,"Unknown","2022-03","01"
231909066,"04/20/2023 12:00:00 AM",2022-10-17,"20:00",19,"Mission",1918,2,354,"THEFT OF IDENTITY",64,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"13200    WARNICK                      WY",34.3013,-118.4229,2022,"Hispanic/Latin/Mexican","2022-10","20"
220710738,"06/22/2022 12:00:00 AM",2022-06-22,"11:30",7,"Wilshire",727,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",94,"F","W",402,"MARKET","IC","Invest Cont",440,"200 S  LA BREA                      AV",34.071,-118.344,2022,"White","2022-06","11"
