"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
222108533,"04/29/2022 12:00:00 AM",2022-04-28,"21:00",21,"Topanga",2155,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",402,"MARKET","IC","Invest Cont",442,"6200    TOPANGA CANYON               BL",34.1829,-118.6059,2022,"White","2022-04","21"
220915069,"10/16/2022 12:00:00 AM",2022-09-27,"12:00",9,"Van Nuys",926,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,"F","A",102,"SIDEWALK","IC","Invest Cont",740,"HAYNES                       ST",34.1897,-118.44,2022,"Other Asian","2022-09","12"
220615301,"08/28/2022 12:00:00 AM",2022-06-07,"08:00",6,"Hollywood",659,2,662,"BUNCO, GRAND THEFT",25,"M","H",751,"WEBSITE","IC","Invest Cont",662,"1300 N  HARVARD                      BL",34.0951,-118.3043,2022,"Hispanic/Latin/Mexican","2022-06","08"
220304614,"01/11/2022 12:00:00 AM",2022-01-02,"12:00",3,"Southwest",353,2,354,"THEFT OF IDENTITY",39,"F","B",602,"BANK","IC","Invest Cont",354,"3700    EXPOSITION                   BL",34.0226,-118.3364,2022,"Black","2022-01","12"
222005596,"02/06/2022 12:00:00 AM",2022-02-06,"02:30",20,"Olympic",2011,2,624,"BATTERY - SIMPLE ASSAULT",29,"M","H",102,"SIDEWALK","IC","Invest Cont",624,"WESTERN",34.0746,-118.3091,2022,"Hispanic/Latin/Mexican","2022-02","02"
220908793,"05/04/2022 12:00:00 AM",2022-04-20,"08:00",9,"Van Nuys",919,2,354,"THEFT OF IDENTITY",50,"M","O",750,"CYBERSPACE","IC","Invest Cont",354,"13400    VANOWEN                      ST",34.1939,-118.4246,2022,"Other","2022-04","08"
220105167,"01/21/2022 12:00:00 AM",2022-01-21,"01:45",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT",31,"M","A",102,"SIDEWALK","IC","Invest Cont",624,"5TH",34.0488,-118.2518,2022,"Other Asian","2022-01","01"
222017317,"10/02/2022 12:00:00 AM",2022-10-02,"18:30",20,"Olympic",2011,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","B",732,"POST OFFICE","AO","Adult Other",624,"200 S  WESTERN                      AV",34.0725,-118.3153,2022,"Black","2022-10","18"
221211431,"05/08/2022 12:00:00 AM",2022-05-08,"19:45",12,"77th Street",1241,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",28,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",236,"3500    HYDE PARK                    BL",33.9806,-118.3338,2022,"Hispanic/Latin/Mexican","2022-05","19"
220210590,"05/19/2022 12:00:00 AM",2022-05-19,"22:20",2,"Rampart",218,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,"M","H",102,"SIDEWALK","IC","Invest Cont",230,"ECHO PARK",34.0748,-118.2586,2022,"Hispanic/Latin/Mexican","2022-05","22"
220122593,"10/15/2022 12:00:00 AM",2022-10-15,"18:50",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT",44,"F","W",101,"STREET","IC","Invest Cont",624,"600 S  BROADWAY",34.0466,-118.252,2022,"White","2022-10","18"
221807199,"03/10/2022 12:00:00 AM",2022-03-09,"20:00",18,"Southeast",1861,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"11400    MENLO                        AV",33.931,-118.2893,2022,"Unknown","2022-03","20"
222013380,"07/02/2022 12:00:00 AM",2022-07-02,"00:01",20,"Olympic",2055,1,330,"BURGLARY FROM VEHICLE",31,"M","K",101,"STREET","IC","Invest Cont",330,"OLYMPIC",34.0527,-118.2989,2022,"Korean","2022-07","00"
220110073,"04/10/2022 12:00:00 AM",2022-04-10,"23:05",1,"Central",152,1,310,"BURGLARY",0,"X","X",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",310,"600 S  FLOWER                       ST",34.0502,-118.2575,2022,"Unknown","2022-04","23"
221305814,"02/05/2022 12:00:00 AM",2022-01-29,"20:50",13,"Newton",1385,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",33,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",930,"5800    CROCKER                      ST",33.9892,-118.2685,2022,"Black","2022-01","20"
220107620,"03/03/2022 12:00:00 AM",2022-02-22,"20:30",1,"Central",185,1,310,"BURGLARY",61,"F","O",203,"OTHER BUSINESS","IC","Invest Cont",310,"1100 S  MAIN                         ST",34.0391,-118.2582,2022,"Other","2022-02","20"
220320609,"11/02/2022 12:00:00 AM",2022-10-31,"17:30",3,"Southwest",392,1,330,"BURGLARY FROM VEHICLE",30,"F","O",101,"STREET","IC","Invest Cont",330,"4500    ARLINGTON                    AV",34.0025,-118.3182,2022,"Other","2022-10","17"
221611797,"08/25/2022 12:00:00 AM",2022-08-25,"12:45",16,"Foothill",1654,2,624,"BATTERY - SIMPLE ASSAULT",44,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"12200    OSBORNE                      PL",34.2619,-118.3989,2022,"Hispanic/Latin/Mexican","2022-08","12"
221512547,"07/20/2022 12:00:00 AM",2022-07-04,"12:00",15,"N Hollywood",1543,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",53,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"12300    CHANDLER                     BL",34.1684,-118.4017,2022,"Other","2022-07","12"
220804554,"01/15/2022 12:00:00 AM",2022-01-15,"03:00",8,"West LA",898,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",27,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"3100 S  DURANGO                      AV",34.0328,-118.3928,2022,"Hispanic/Latin/Mexican","2022-01","03"
221818986,"10/12/2022 12:00:00 AM",2022-10-05,"08:00",18,"Southeast",1837,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",58,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",236,"1700 E  113TH                        ST",33.9321,-118.2434,2022,"Hispanic/Latin/Mexican","2022-10","08"
221318231,"09/24/2022 12:00:00 AM",2022-09-24,"13:20",13,"Newton",1353,2,625,"OTHER ASSAULT",33,"F","H",102,"SIDEWALK","AO","Adult Other",625,"WADSWORTH                    AV",34.0029,-118.2588,2022,"Hispanic/Latin/Mexican","2022-09","13"
220810669,"06/12/2022 12:00:00 AM",2022-06-12,"03:45",8,"West LA",858,1,310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",310,"8900 W  PICO                         BL",34.0552,-118.3857,2022,"Unknown","2022-06","03"
220711345,"07/07/2022 12:00:00 AM",2022-07-07,"12:00",7,"Wilshire",753,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"5800    PACKARD                      ST",34.0529,-118.3638,2022,"Unknown","2022-07","12"
221804216,"01/05/2022 12:00:00 AM",2022-01-03,"17:00",18,"Southeast",1806,1,520,"VEHICLE - ATTEMPT STOLEN",60,"F","B",104,"DRIVEWAY","IC","Invest Cont",520,"8800 S  CENTRAL                      AV",33.9543,-118.2564,2022,"Black","2022-01","17"
220112733,"05/20/2022 12:00:00 AM",2022-05-19,"14:00",1,"Central",166,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",70,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"500 E  7TH                          ST",34.0421,-118.2469,2022,"Hispanic/Latin/Mexican","2022-05","14"
221000860,"09/02/2022 12:00:00 AM",2022-09-02,"21:30",10,"West Valley",1011,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,"M","W",101,"STREET","AO","Adult Other",230,"7500    BECKFORD                     AV",34.2065,-118.5514,2022,"White","2022-09","21"
220613306,"07/17/2022 12:00:00 AM",2022-07-17,"01:15",6,"Hollywood",646,1,330,"BURGLARY FROM VEHICLE",30,"F","B",108,"PARKING LOT","IC","Invest Cont",330,"IVAR",34.0987,-118.3337,2022,"Black","2022-07","01"
220308164,"03/27/2022 12:00:00 AM",2022-03-27,"22:35",3,"Southwest",336,2,900,"VIOLATION OF COURT ORDER",60,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",900,"2000 W  28TH                         ST",34.0299,-118.3089,2022,"Black","2022-03","22"
221007226,"03/26/2022 12:00:00 AM",2022-03-24,"12:48",10,"West Valley",1067,2,354,"THEFT OF IDENTITY",52,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"5400    WHITE OAK                    AV",34.1693,-118.5184,2022,"White","2022-03","12"
220706783,"03/13/2022 12:00:00 AM",2022-03-09,"12:35",7,"Wilshire",719,2,354,"THEFT OF IDENTITY",68,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"600    WILCOX                       AV",34.0817,-118.3311,2022,"White","2022-03","12"
221604994,"02/01/2022 12:00:00 AM",2022-02-01,"16:05",16,"Foothill",1679,1,330,"BURGLARY FROM VEHICLE",44,"M","O",109,"PARK/PLAYGROUND","IC","Invest Cont",330,"8000    LA TUNA CANYON               RD",34.2343,-118.2914,2022,"Other","2022-02","16"
220216316,"09/09/2022 12:00:00 AM",2022-09-07,"17:30",2,"Rampart",265,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25,"F","H",203,"OTHER BUSINESS","IC","Invest Cont",341,"ALVARADO                     ST",34.0549,-118.2778,2022,"Hispanic/Latin/Mexican","2022-09","17"
221110291,"06/11/2022 12:00:00 AM",2022-06-10,"15:30",11,"Northeast",1145,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,"M","H",101,"STREET","IC","Invest Cont",230,"1900    WHITMORE                     AV",34.1024,-118.2546,2022,"Hispanic/Latin/Mexican","2022-06","15"
220409413,"06/03/2022 12:00:00 AM",2022-06-02,"02:45",4,"Hollenbeck",497,2,354,"THEFT OF IDENTITY",42,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"2800 E  OLYMPIC                      BL",34.0234,-118.2177,2022,"Hispanic/Latin/Mexican","2022-06","02"
220127142,"12/27/2022 12:00:00 AM",2022-12-26,"04:15",1,"Central",182,1,330,"BURGLARY FROM VEHICLE",24,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",330,"900 S  FIGUEROA                     ST",34.0462,-118.2628,2022,"Hispanic/Latin/Mexican","2022-12","04"
221815359,"08/06/2022 12:00:00 AM",2022-08-05,"15:00",18,"Southeast",1802,1,251,"SHOTS FIRED AT INHABITED DWELLING",47,"M","B",203,"OTHER BUSINESS","IC","Invest Cont",251,"8800 S  BROADWAY",33.9572,-118.2782,2022,"Black","2022-08","15"
221716352,"11/17/2022 12:00:00 AM",2022-11-17,"16:15",17,"Devonshire",1761,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",31,"F","H",101,"STREET","IC","Invest Cont",626,"GLEDHILL                     ST",34.2414,-118.5976,2022,"Hispanic/Latin/Mexican","2022-11","16"
220208099,"03/31/2022 12:00:00 AM",2022-03-30,"22:30",2,"Rampart",235,1,330,"BURGLARY FROM VEHICLE",55,"M","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"100 S  CARONDELET                   ST",34.0683,-118.2748,2022,"Other","2022-03","22"
221112069,"07/28/2022 12:00:00 AM",2022-07-25,"06:00",11,"Northeast",1132,2,662,"BUNCO, GRAND THEFT",73,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",662,"3800    LOS FELIZ                    BL",34.1146,-118.2755,2022,"Black","2022-07","06"
222004535,"01/15/2022 12:00:00 AM",2022-01-10,"10:55",20,"Olympic",2024,1,330,"BURGLARY FROM VEHICLE",30,"F","K",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"600 S  HOBART                       BL",34.0636,-118.3053,2022,"Korean","2022-01","10"
221411527,"05/26/2022 12:00:00 AM",2022-04-24,"00:01",14,"Pacific",1403,2,354,"THEFT OF IDENTITY",65,"F","W",710,"OTHER PREMISE","IC","Invest Cont",354,"2900    KELTON                       AV",34.0313,-118.4238,2022,"White","2022-04","00"
220909162,"05/15/2022 12:00:00 AM",2022-05-01,"00:47",9,"Van Nuys",906,2,354,"THEFT OF IDENTITY",60,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"14300    VALERIO                      ST",34.2048,-118.4444,2022,"Black","2022-05","00"
221507787,"04/01/2022 12:00:00 AM",2022-04-01,"14:40",15,"N Hollywood",1596,2,624,"BATTERY - SIMPLE ASSAULT",30,"M","B",102,"SIDEWALK","AA","Adult Arrest",624,"10800    VENTURA                      BL",34.1387,-118.3659,2022,"Black","2022-04","14"
221116256,"11/12/2022 12:00:00 AM",2022-11-12,"16:10",11,"Northeast",1142,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",32,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",626,"1900    RODNEY                       DR",34.1054,-118.2889,2022,"White","2022-11","16"
220711925,"07/20/2022 12:00:00 AM",2022-07-17,"21:00",7,"Wilshire",743,1,330,"BURGLARY FROM VEHICLE",29,"M","B",707,"GARAGE/CARPORT","IC","Invest Cont",330,"700 S  OGDEN                        DR",34.0627,-118.3593,2022,"Black","2022-07","21"
221310051,"04/22/2022 12:00:00 AM",2022-04-22,"22:51",13,"Newton",1353,2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"M","W",101,"STREET","IC","Invest Cont",753,"VERNON                       AV",34.0039,-118.2588,2022,"White","2022-04","22"
221305644,"02/03/2022 12:00:00 AM",2022-02-03,"07:43",13,"Newton",1324,2,354,"THEFT OF IDENTITY",31,"F","H",750,"CYBERSPACE","IC","Invest Cont",354,"S  CENTRAL                      AV",34.0206,-118.2541,2022,"Hispanic/Latin/Mexican","2022-02","07"
222010986,"06/09/2022 12:00:00 AM",2022-06-04,"23:30",20,"Olympic",2044,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",341,"800 S  HARVARD                      BL",34.0577,-118.3042,2022,"Other Asian","2022-06","23"
221807690,"03/18/2022 12:00:00 AM",2022-03-12,"19:00",18,"Southeast",1822,2,354,"THEFT OF IDENTITY",54,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"9400 S  MAIN                         ST",33.951,-118.2739,2022,"Black","2022-03","19"
221701139,"10/14/2022 12:00:00 AM",2022-10-14,"19:45",17,"Devonshire",1722,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",63,"M","B",402,"MARKET","AA","Adult Arrest",930,"DEVONSHIRE                   ST",34.2572,-118.5973,2022,"Black","2022-10","19"
220119241,"08/27/2022 12:00:00 AM",2022-08-24,"15:30",1,"Central",182,1,330,"BURGLARY FROM VEHICLE",21,"F","H",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"1000 S  HOPE                         ST",34.0437,-118.2617,2022,"Hispanic/Latin/Mexican","2022-08","15"
221015537,"10/22/2022 12:00:00 AM",2022-10-22,"12:45",10,"West Valley",1043,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",36,"M","H",101,"STREET","IC","Invest Cont",331,"5800    YOLANDA                      AV",34.1757,-118.5407,2022,"Hispanic/Latin/Mexican","2022-10","12"
220709219,"05/11/2022 12:00:00 AM",2022-05-10,"13:00",7,"Wilshire",764,2,624,"BATTERY - SIMPLE ASSAULT",46,"M","H",101,"STREET","IC","Invest Cont",624,"PICO                         BL",34.048,-118.3493,2022,"Hispanic/Latin/Mexican","2022-05","13"
222106549,"03/08/2022 12:00:00 AM",2022-03-08,"16:30",21,"Topanga",2177,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,"M","W",108,"PARKING LOT","IC","Invest Cont",230,"21600    CALIFA                       ST",34.1772,-118.6002,2022,"White","2022-03","16"
232006422,"02/19/2023 12:00:00 AM",2022-12-26,"10:35",20,"Olympic",2025,2,354,"THEFT OF IDENTITY",33,"F","K",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"400 S  KENMORE                      AV",34.0672,-118.2985,2022,"Korean","2022-12","10"
220710236,"06/09/2022 12:00:00 AM",2022-06-08,"20:00",7,"Wilshire",702,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"MELROSE                      AV",34.0837,-118.3533,2022,"Unknown","2022-06","20"
220500697,"05/18/2022 12:00:00 AM",2022-05-18,"19:20",5,"Harbor",563,1,210,"ROBBERY",0,"X","X",248,"CELL PHONE STORE","IC","Invest Cont",210,"1200 S  GAFFEY                       ST",33.7331,-118.2924,2022,"Unknown","2022-05","19"
232004897,"12/23/2022 12:00:00 AM",2022-12-21,"23:30",20,"Olympic",2099,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",48,"F","H",108,"PARKING LOT","IC","Invest Cont",745,"1900    ARAPAHOE                     ST",34.0401,-118.2848,2022,"Hispanic/Latin/Mexican","2022-12","23"
220311460,"05/29/2022 12:00:00 AM",2022-05-28,"15:00",3,"Southwest",319,1,310,"BURGLARY",21,"X","X",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","AA","Adult Arrest",310,"600 W  23ST                         ST",34.0317,-118.2769,2022,"Unknown","2022-05","15"
221205421,"01/27/2022 12:00:00 AM",2022-01-27,"18:00",12,"77th Street",1243,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,"X","X",222,"LAUNDROMAT","IC","Invest Cont",230,"WESTERN                      AV",33.977,-118.309,2022,"Unknown","2022-01","18"
230706583,"02/28/2023 12:00:00 AM",2022-12-20,"08:00",7,"Wilshire",745,2,354,"THEFT OF IDENTITY",51,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"900 S  MANSFIELD                    AV",34.0572,-118.3482,2022,"White","2022-12","08"
221504864,"01/18/2022 12:00:00 AM",2022-01-04,"11:00",15,"N Hollywood",1548,1,480,"BIKE - STOLEN",24,"M","C",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",480,"11000    CHANDLER                     BL",34.1681,-118.3704,2022,"Chinese","2022-01","11"
221322585,"12/17/2022 12:00:00 AM",2022-12-16,"17:00",13,"Newton",1313,1,310,"BURGLARY",39,"X","X",203,"OTHER BUSINESS","AA","Adult Arrest",310,"1500    ESSEX                        ST",34.0281,-118.2487,2022,"Unknown","2022-12","17"
220910853,"06/26/2022 12:00:00 AM",2022-06-01,"01:00",9,"Van Nuys",969,2,354,"THEFT OF IDENTITY",42,"M","I",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"4800    COLDWATER CANYON             AV",34.1576,-118.4138,2022,"American Indian/Alaskan Native","2022-06","01"
220510958,"07/05/2022 12:00:00 AM",2022-07-05,"02:00",5,"Harbor",506,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,"F","W",122,"VEHICLE, PASSENGER/TRUCK","AA","Adult Arrest",740,"1500 W  218TH                        ST",33.8303,-118.3038,2022,"White","2022-07","02"
221407826,"03/18/2022 12:00:00 AM",2022-03-18,"00:01",14,"Pacific",1441,1,310,"BURGLARY",0,"X","X",717,"HEALTH SPA/GYM","IC","Invest Cont",310,"500    WASHINGTON                   BL",33.9826,-118.4611,2022,"Unknown","2022-03","00"
220400941,"07/24/2022 12:00:00 AM",2022-07-24,"01:20",4,"Hollenbeck",439,1,761,"BRANDISH WEAPON",22,"M","H",108,"PARKING LOT","IC","Invest Cont",761,"1900 N  MARIANNA                     AV",34.0635,-118.1791,2022,"Hispanic/Latin/Mexican","2022-07","01"
221216128,"07/08/2022 12:00:00 AM",2022-07-02,"12:23",12,"77th Street",1257,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",341,"700 W  78TH                         ST",33.9688,-118.2858,2022,"Hispanic/Latin/Mexican","2022-07","12"
221004646,"01/19/2022 12:00:00 AM",2022-01-19,"11:30",10,"West Valley",1003,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",44,"F","H",101,"STREET","AO","Adult Other",626,"KESWICK                      ST",34.2102,-118.5361,2022,"Hispanic/Latin/Mexican","2022-01","11"
221016059,"11/04/2022 12:00:00 AM",2022-09-29,"17:00",10,"West Valley",1043,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",37,"M","H",101,"STREET","IC","Invest Cont",331,"CREBS                        AV",34.1769,-118.5384,2022,"Hispanic/Latin/Mexican","2022-09","17"
220516943,"12/12/2022 12:00:00 AM",2022-12-02,"00:01",5,"Harbor",567,2,901,"VIOLATION OF RESTRAINING ORDER",35,"F","B",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",901,"400 W  18TH                         ST",33.7279,-118.2858,2022,"Black","2022-12","00"
221705918,"02/24/2022 12:00:00 AM",2022-01-01,"01:00",17,"Devonshire",1721,1,310,"BURGLARY",50,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"21000    NASHVILLE                    ST",34.2691,-118.5916,2022,"White","2022-01","01"
221317710,"09/15/2022 12:00:00 AM",2022-09-15,"08:20",13,"Newton",1367,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"1600 E  47TH                         ST",34.001,-118.2458,2022,"Unknown","2022-09","08"
220914920,"10/12/2022 12:00:00 AM",2022-10-12,"12:00",9,"Van Nuys",969,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",22,"M","W",101,"STREET","IC","Invest Cont",331,"4900    COLDWATER CANYON             AV",34.1597,-118.4138,2022,"White","2022-10","12"
220114136,"06/13/2022 12:00:00 AM",2022-06-13,"15:13",1,"Central",139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",135,"MTA PROPERTY OR PARKING LOT","IC","Invest Cont",740,"300 S  SANTA FE                     AV",34.0439,-118.2326,2022,"Unknown","2022-06","15"
221306516,"02/17/2022 12:00:00 AM",2022-02-17,"18:30",13,"Newton",1351,2,624,"BATTERY - SIMPLE ASSAULT",61,"M","H",301,"GAS STATION","IC","Invest Cont",624,"300 W  VERNON                       AV",34.0075,-118.2775,2022,"Hispanic/Latin/Mexican","2022-02","18"
221413158,"06/29/2022 12:00:00 AM",2022-06-29,"10:25",14,"Pacific",1445,1,510,"VEHICLE - STOLEN",0,"","",104,"DRIVEWAY","IC","Invest Cont",510,"12700    VENICE                       BL",34.0014,-118.438,2022,"Unknown","2022-06","10"
220111310,"04/28/2022 12:00:00 AM",2022-04-24,"11:55",1,"Central",121,1,330,"BURGLARY FROM VEHICLE",40,"M","B",203,"OTHER BUSINESS","IC","Invest Cont",330,"900 W  TEMPLE                       ST",34.0607,-118.2494,2022,"Black","2022-04","11"
220321334,"12/05/2022 12:00:00 AM",2022-11-05,"00:01",3,"Southwest",363,1,210,"ROBBERY",55,"M","B",301,"GAS STATION","IC","Invest Cont",210,"CRENSHAW",34.0126,-118.3403,2022,"Black","2022-11","00"
220709074,"05/11/2022 12:00:00 AM",2022-05-11,"13:00",7,"Wilshire",729,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",38,"M","H",101,"STREET","IC","Invest Cont",331,"200 S  LUCERNE                      BL",34.0711,-118.3248,2022,"Hispanic/Latin/Mexican","2022-05","13"
220126994,"12/24/2022 12:00:00 AM",2022-12-24,"01:35",1,"Central",163,2,624,"BATTERY - SIMPLE ASSAULT",22,"M","B",102,"SIDEWALK","IC","Invest Cont",624,"7TH                          ST",34.0449,-118.2528,2022,"Black","2022-12","01"
220709037,"05/09/2022 12:00:00 AM",2022-05-06,"19:25",7,"Wilshire",745,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",26,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"5600    WILSHIRE                     BL",34.0624,-118.351,2022,"White","2022-05","19"
221314785,"07/21/2022 12:00:00 AM",2022-07-02,"12:46",13,"Newton",1353,2,354,"THEFT OF IDENTITY",36,"F","H",119,"PORCH, RESIDENTIAL","IC","Invest Cont",354,"600 E  43RD                         ST",34.0057,-118.2653,2022,"Hispanic/Latin/Mexican","2022-07","12"
220817218,"11/23/2022 12:00:00 AM",2022-11-23,"14:50",8,"West LA",886,1,350,"THEFT, PERSON",29,"F","A",101,"STREET","IC","Invest Cont",350,"PICO",34.054,-118.4022,2022,"Other Asian","2022-11","14"
231804101,"12/05/2022 12:00:00 AM",2022-12-03,"00:01",18,"Southeast",1841,2,354,"THEFT OF IDENTITY",51,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"10800 S  FIGUEROA                     ST",33.9367,-118.2871,2022,"Hispanic/Latin/Mexican","2022-12","00"
221212923,"06/01/2022 12:00:00 AM",2022-06-01,"17:10",12,"77th Street",1242,2,888,"TRESPASSING",63,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",888,"6500    4TH                          AV",33.9815,-118.3216,2022,"Black","2022-06","17"
220121202,"09/24/2022 12:00:00 AM",2022-09-24,"12:10",1,"Central",162,1,441,"THEFT PLAIN - ATTEMPT",0,"M","O",404,"DEPARTMENT STORE","IC","Invest Cont",441,"700 W  7TH                          ST",34.048,-118.2577,2022,"Other","2022-09","12"
221321965,"12/05/2022 12:00:00 AM",2022-12-05,"00:01",13,"Newton",1331,1,330,"BURGLARY FROM VEHICLE",0,"X","X",108,"PARKING LOT","IC","Invest Cont",330,"3000 S  BROADWAY",34.0223,-118.2718,2022,"Unknown","2022-12","00"
221010200,"06/02/2022 12:00:00 AM",2022-06-02,"18:00",10,"West Valley",1043,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",42,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",930,"5900    RESEDA                       BL",34.1769,-118.5384,2022,"Hispanic/Latin/Mexican","2022-06","18"
232110239,"06/12/2023 12:00:00 AM",2022-10-25,"13:00",21,"Topanga",2187,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"21100    VENTURA                      BL",34.167,-118.5928,2022,"Unknown","2022-10","13"
220307446,"03/14/2022 12:00:00 AM",2022-03-07,"11:30",3,"Southwest",341,2,662,"BUNCO, GRAND THEFT",64,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",662,"5200    EL MIRADOR                   DR",34.0119,-118.3576,2022,"Black","2022-03","11"
220707072,"03/22/2022 12:00:00 AM",2022-03-22,"11:55",7,"Wilshire",702,2,625,"OTHER ASSAULT",36,"M","W",102,"SIDEWALK","IC","Invest Cont",625,"800 N  FULLER                       AV",34.0853,-118.3499,2022,"White","2022-03","11"
